a0410b,a0410c,a0410d,a0410e,a0410f,a0502a,a0502c,a0502d,a0410a,a0404,a0405aa,a0405b,a0406,A0408A,A0408B,A0408C,A0408D,A0408E,a0409,a0409a,a0405m,a0405a,edad,sexo
2,2,2,2,2,2,2,2,2,1,2,0,3,3,0,0,0,0,3,5,0,2,72,2
2,2,2,2,2,2,2,2,1,1,2,0,2,1,2,0,0,0,3,1,0,1,39,1
2,2,2,2,2,2,2,2,2,1,1,4,1,5,0,0,0,0,4,12,0,1,58,2
2,2,2,1,2,2,2,2,2,1,1,1,0,1,0,0,0,0,3,1,11,2,46,2
2,2,2,2,2,2,2,1,1,1,2,0,12,1,0,0,0,0,3,12,11,4,68,2
2,2,2,2,2,2,2,2,2,2,0,0,2,1,0,0,0,0,5,0,0,0,53,2
2,2,2,2,2,2,2,2,2,2,0,0,12,2,3,4,0,0,3,1,0,0,57,2
2,2,2,2,2,2,2,2,2,1,2,0,0,3,0,0,0,0,5,0,11,9,60,2
2,2,2,2,2,2,2,2,2,1,2,0,11,1,2,0,0,0,3,11,0,25,70,1
2,2,2,2,2,2,2,2,2,2,0,0,3,5,0,0,0,0,4,3,0,0,58,1
2,2,2,2,2,2,2,2,2,2,0,0,2,1,3,0,0,0,4,3,0,0,40,2
1,2,2,2,2,2,2,2,2,2,0,0,5,5,0,0,0,0,4,6,0,0,49,2
2,2,2,2,2,2,2,2,1,1,2,0,12,5,0,0,0,0,3,1,8,7,90,1
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,4,1,0,0,41,2
2,2,2,2,2,2,2,2,2,1,1,4,4,5,0,0,0,0,4,3,2,0,75,2
2,2,2,2,2,2,2,2,2,1,2,0,0,1,0,0,0,0,4,1,0,8,46,1
2,2,2,2,2,2,2,2,2,1,1,2,3,5,0,0,0,0,4,5,0,2,47,2
2,2,2,2,2,2,2,2,2,1,2,0,5,5,0,0,0,0,2,1,2,2,73,2
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,1,1,8,2,43,1
2,2,1,2,2,2,2,1,1,1,2,0,2,5,0,0,0,0,4,3,2,2,71,1
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,5,0,0,0,58,1
2,2,2,2,2,2,2,2,2,1,1,2,0,1,0,0,0,0,3,1,0,2,77,2
2,2,2,2,2,2,2,2,2,2,0,0,0,3,0,0,0,0,4,1,0,0,63,2
2,2,2,2,2,2,2,2,2,1,2,0,5,5,0,0,0,0,4,4,0,4,48,1
0,0,0,0,0,2,2,2,0,2,0,0,0,2,0,0,0,0,4,2,0,0,25,2
2,2,2,2,2,2,2,2,2,1,2,0,2,1,4,0,0,0,3,2,11,2,67,2
2,2,2,2,2,2,2,2,2,1,2,0,12,1,2,0,0,0,3,1,0,12,55,2
2,2,2,2,2,2,2,2,2,1,1,1,12,3,4,0,0,0,1,2,0,5,74,1
2,2,2,2,2,2,2,2,2,1,1,1,0,3,0,0,0,0,4,1,0,8,74,2
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,3,2,0,0,57,2
2,2,2,2,2,2,2,2,2,1,2,0,0,2,0,0,0,0,2,2,0,10,72,2
2,2,2,2,2,2,2,2,2,1,1,4,12,1,3,0,0,0,3,2,0,12,47,2
2,2,2,2,2,2,2,2,2,1,1,2,12,5,0,0,0,0,3,1,0,3,68,1
2,2,2,1,2,2,2,2,2,1,2,0,2,1,3,0,0,0,3,1,0,5,69,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,12,0,8,63,1
2,2,2,2,2,2,2,2,2,1,2,0,1,1,0,0,0,0,1,3,0,4,91,2
2,2,2,2,2,2,2,2,2,1,2,0,4,2,0,0,0,0,4,4,0,15,86,2
2,2,2,2,2,2,2,2,2,2,0,0,1,5,0,0,0,0,4,2,0,0,23,1
2,2,2,2,2,2,2,2,2,1,1,1,3,5,0,0,0,0,3,1,0,5,68,2
2,2,2,2,2,2,2,2,1,1,1,2,3,5,0,0,0,0,3,1,1,0,33,2
2,2,2,2,2,2,2,2,2,1,1,1,3,3,0,0,0,0,3,3,0,3,78,1
2,2,2,2,2,2,2,2,2,1,2,0,10,3,0,0,0,0,3,2,0,15,81,2
2,2,2,2,2,2,2,2,1,1,2,0,12,1,2,0,0,0,1,2,0,10,65,2
2,2,2,2,2,2,2,2,2,1,1,4,0,1,0,0,0,0,5,0,0,16,42,2
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,5,0,0,6,53,2
2,2,2,2,2,2,2,2,2,1,2,0,12,1,2,3,0,0,3,12,6,8,82,1
2,2,2,2,2,2,2,2,2,1,2,0,10,5,0,0,0,0,2,2,0,15,77,2
2,2,2,2,2,2,2,2,2,1,1,2,3,1,0,0,0,0,4,3,0,3,71,1
2,2,2,1,1,2,2,2,2,2,0,0,2,5,0,0,0,0,4,9,0,0,36,2
2,2,2,2,2,2,2,2,2,1,1,1,12,5,0,0,0,0,3,12,0,3,59,2
2,2,2,2,2,2,2,2,2,1,2,0,3,1,0,0,0,0,3,1,0,11,58,2
2,2,2,2,2,2,2,2,2,1,1,2,12,5,0,0,0,0,3,1,0,2,56,1
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,4,2,0,0,70,1
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,0,2,82,2
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,5,0,0,0,64,2
2,2,2,2,2,2,2,2,2,2,0,0,2,4,0,0,0,0,3,1,0,0,66,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,0,4,59,2
2,2,2,2,2,2,2,2,2,1,2,0,12,1,2,0,0,0,3,1,0,10,76,1
2,2,2,2,2,2,2,2,2,2,0,0,0,3,0,0,0,0,4,2,0,0,49,2
2,2,2,2,2,2,2,2,2,2,0,0,0,2,3,0,0,0,4,1,0,0,55,1
2,2,2,2,2,2,2,2,2,1,2,0,6,5,0,0,0,0,3,1,0,6,60,1
2,2,2,2,2,2,2,2,2,1,1,3,6,1,0,0,0,0,3,1,0,8,52,2
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,4,1,0,0,54,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,12,0,10,66,2
2,2,2,1,2,2,2,2,2,1,2,0,3,2,0,0,0,0,2,1,6,0,56,2
2,1,2,2,2,1,2,2,1,1,1,1,1,3,0,0,0,0,3,1,0,8,51,2
2,2,2,2,2,2,2,2,2,1,2,0,3,1,0,0,0,0,3,3,0,1,60,2
2,2,2,2,2,2,2,2,2,1,2,0,7,1,0,0,0,0,4,7,0,7,48,1
2,2,2,2,2,2,2,2,2,1,1,3,3,5,0,0,0,0,2,1,8,1,70,1
2,2,2,2,2,2,2,2,2,1,2,0,1,5,0,0,0,0,4,1,1,0,45,2
2,2,2,1,2,2,2,2,1,1,2,0,6,5,0,0,0,0,3,1,6,17,58,2
2,2,2,2,2,2,2,2,2,2,0,0,30,5,0,0,0,0,4,30,0,0,73,2
2,2,2,2,2,2,2,2,1,2,0,0,0,5,0,0,0,0,1,2,0,0,62,2
2,2,2,2,2,2,2,2,1,1,1,2,5,2,0,0,0,0,3,2,0,5,62,1
2,2,2,2,2,2,2,2,2,2,0,0,2,5,0,0,0,0,4,3,0,0,48,1
2,2,2,2,2,2,2,2,2,1,2,0,2,5,0,0,0,0,4,2,0,2,47,2
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,4,2,0,0,28,2
2,2,2,2,2,2,2,2,2,1,2,0,1,5,0,0,0,0,4,5,0,2,62,2
2,2,2,2,2,2,2,2,2,1,1,3,0,5,0,0,0,0,4,1,0,2,31,1
2,2,2,2,2,2,2,2,1,1,2,0,12,5,0,0,0,0,3,12,0,3,69,2
2,2,2,2,2,2,2,2,2,1,1,2,1,5,0,0,0,0,3,1,2,4,48,2
2,2,2,2,2,2,2,2,2,1,2,0,1,5,0,0,0,0,2,2,1,0,58,2
2,2,2,2,2,2,2,2,2,1,2,0,4,3,0,0,0,0,4,4,6,0,64,1
2,2,1,2,2,2,1,1,2,2,0,0,1,5,0,0,0,0,4,4,0,0,38,2
2,2,2,2,2,2,2,2,2,2,0,0,0,3,0,0,0,0,4,10,0,0,57,2
2,2,2,2,2,2,2,2,2,2,0,0,1,5,0,0,0,0,4,1,0,0,37,2
2,2,1,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,5,0,0,0,81,2
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,5,0,0,0,61,1
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,5,0,5,10,49,2
2,2,2,2,2,2,2,2,2,1,2,0,1,5,0,0,0,0,3,1,2,2,46,2
2,2,2,2,2,1,2,2,2,1,2,0,3,5,0,0,0,0,3,1,0,1,60,2
2,2,2,2,2,2,2,2,1,2,0,0,0,5,0,0,0,0,3,6,0,0,64,2
2,2,2,2,2,2,2,2,2,1,2,0,2,5,0,0,0,0,4,20,0,15,64,1
2,2,2,2,2,2,2,2,2,1,2,0,0,1,2,0,0,0,3,4,10,2,63,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,0,20,77,2
2,2,2,2,2,2,2,2,2,1,2,0,12,1,2,3,0,0,2,2,0,3,55,2
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,3,1,0,0,22,1
2,2,2,2,2,2,2,2,2,1,2,0,0,1,0,0,0,0,3,6,0,3,63,1
2,2,2,2,2,2,2,2,2,1,1,1,0,1,0,0,0,0,3,12,0,10,69,1
2,2,2,1,2,2,2,2,2,1,2,0,1,2,0,0,0,0,3,2,11,6,59,2
2,2,2,2,2,2,2,2,2,1,2,0,0,2,4,0,0,0,3,1,0,10,20,1
2,2,2,2,2,2,2,2,2,1,2,0,4,1,0,0,0,0,2,1,0,24,58,2
2,1,2,2,2,1,2,2,1,1,2,0,12,3,0,0,0,0,3,1,0,10,67,2
2,2,2,2,2,2,2,2,1,1,1,2,2,5,0,0,0,0,4,2,0,24,66,2
2,2,2,2,2,2,2,2,1,1,2,0,12,3,0,0,0,0,3,12,0,4,77,2
0,0,0,0,0,2,2,2,0,2,0,0,0,5,0,0,0,0,4,1,0,0,43,2
0,0,0,0,0,2,2,2,0,2,0,0,12,5,0,0,0,0,3,1,0,0,37,2
2,2,2,2,2,1,2,2,2,2,0,0,0,5,0,0,0,0,4,1,0,0,61,2
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,3,1,2,2,57,1
2,2,2,2,2,2,2,2,2,1,2,0,2,1,0,0,0,0,4,3,0,20,73,2
2,2,2,2,2,2,2,2,1,1,1,1,3,1,4,0,0,0,1,2,11,0,50,2
2,2,2,2,2,2,2,2,2,2,0,0,0,4,0,0,0,0,4,3,0,0,50,2
2,2,2,1,1,2,2,2,1,1,2,0,0,3,0,0,0,0,4,6,0,3,43,2
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,4,12,0,13,47,2
2,2,2,2,2,2,2,2,2,1,2,0,12,1,3,0,0,0,1,1,0,11,64,1
2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,4,1,0,10,38,1
2,2,2,2,2,2,2,2,2,2,0,0,12,1,0,0,0,0,3,1,0,0,55,1
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,0,6,61,2
2,2,2,2,2,2,1,2,2,1,2,0,3,1,0,0,0,0,1,2,0,15,68,1
2,2,2,2,2,2,2,2,2,2,0,0,2,1,0,0,0,0,4,3,0,0,55,1
2,2,2,2,2,2,2,2,2,1,1,2,0,5,0,0,0,0,4,4,0,4,53,1
2,2,1,2,2,2,2,2,2,2,0,0,5,5,0,0,0,0,4,3,0,0,41,2
2,2,2,2,2,2,2,2,2,1,2,0,1,1,0,0,0,0,3,1,0,16,74,1
2,2,2,2,2,2,2,2,1,1,1,1,2,3,0,0,0,0,2,1,3,0,77,2
2,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,0,0,2,1,0,0,57,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,0,5,61,2
2,2,2,2,2,2,2,2,2,1,1,1,12,2,0,0,0,0,3,1,0,5,60,1
1,2,2,2,2,2,2,2,2,2,0,0,1,5,0,0,0,0,4,1,0,0,62,1
2,2,2,2,2,2,2,2,2,1,2,0,12,2,3,0,0,0,3,1,0,12,64,1
2,2,2,2,2,2,2,2,2,1,2,0,4,1,0,0,0,0,4,4,0,8,56,1
2,2,2,2,2,2,2,2,2,1,2,0,12,1,2,0,0,0,3,12,6,2,61,1
2,2,2,2,1,2,2,2,2,1,1,2,4,5,0,0,0,0,3,4,0,15,54,2
2,2,2,2,2,2,2,2,2,2,0,0,10,5,0,0,0,0,2,10,0,0,54,2
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,4,6,0,3,55,2
2,2,2,2,2,2,2,2,2,1,1,1,12,5,0,0,0,0,3,1,0,5,59,2
2,1,2,2,2,1,2,2,2,1,2,0,12,3,0,0,0,0,3,1,0,18,63,2
2,2,2,2,2,2,2,2,2,1,1,1,12,5,0,0,0,0,3,1,0,6,63,2
2,2,2,2,2,2,2,2,2,1,1,1,12,3,0,0,0,0,3,12,0,2,57,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,4,12,0,6,62,2
2,2,2,1,2,2,2,2,2,2,0,0,3,5,0,0,0,0,4,3,0,0,51,2
2,2,2,2,2,2,2,2,2,2,0,0,2,5,0,0,0,0,4,2,0,0,27,1
0,0,0,0,0,2,2,2,0,2,0,0,0,5,0,0,0,0,5,0,0,0,36,2
2,2,2,2,2,2,2,2,2,1,2,0,6,5,0,0,0,0,4,6,0,10,58,2
2,2,2,1,2,2,2,2,1,1,2,0,12,5,0,0,0,0,2,1,0,17,62,2
2,2,2,2,2,2,2,2,2,1,1,1,0,5,0,0,0,0,3,2,0,2,53,2
2,2,2,1,1,2,2,2,2,1,2,0,5,5,0,0,0,0,1,1,0,8,75,2
2,2,2,2,2,2,2,2,2,1,1,4,3,5,0,0,0,0,4,3,3,0,55,2
2,2,2,2,2,2,2,2,1,1,2,0,9,5,0,0,0,0,1,1,0,4,44,2
2,2,2,2,2,2,2,2,2,1,1,4,1,5,0,0,0,0,4,1,0,1,60,1
2,2,2,2,2,2,2,2,1,1,2,0,12,1,2,3,0,0,3,1,0,10,65,2
2,2,2,2,2,2,2,1,2,1,1,1,6,1,0,0,0,0,1,1,6,0,49,1
2,2,2,2,2,2,2,2,2,1,1,1,0,2,0,0,0,0,4,3,0,7,58,1
2,2,2,2,2,2,2,2,1,1,2,0,1,5,0,0,0,0,4,1,0,5,61,2
2,2,2,2,2,2,2,2,2,1,1,3,5,5,0,0,0,0,2,1,0,6,30,2
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,1,1,0,0,46,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,2,3,0,20,32,1
2,2,2,2,2,2,2,2,2,1,2,0,1,5,0,0,0,0,1,1,0,8,74,1
2,2,2,2,2,2,2,2,2,2,0,0,2,5,0,0,0,0,5,0,0,0,44,1
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,4,12,0,16,48,2
2,2,2,2,2,2,2,2,1,1,1,1,0,1,2,3,0,0,3,2,0,6,49,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,0,8,48,2
2,2,2,2,2,2,1,2,2,2,0,0,0,4,0,0,0,0,4,2,0,0,50,2
2,2,2,2,2,2,2,2,1,2,0,0,0,2,0,0,0,0,1,2,0,0,40,2
2,2,2,2,2,2,2,2,2,1,1,2,0,1,4,0,0,0,3,1,0,6,46,2
2,2,2,2,2,2,2,2,2,2,0,0,5,5,0,0,0,0,4,5,0,0,38,1
2,2,2,2,2,2,2,2,2,2,0,0,5,5,0,0,0,0,2,1,0,0,28,2
2,2,2,2,2,2,2,2,1,1,1,1,0,5,0,0,0,0,5,0,0,6,77,2
2,1,1,2,2,1,2,1,1,1,1,1,6,5,0,0,0,0,4,6,0,20,51,2
2,2,2,2,2,2,2,2,1,1,2,0,1,5,0,0,0,0,4,3,0,15,38,2
2,2,2,2,2,2,2,2,2,1,2,0,1,5,0,0,0,0,4,2,1,0,52,2
2,2,2,2,2,2,2,2,1,1,1,1,4,5,0,0,0,0,4,4,2,0,44,2
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,4,12,1,0,58,2
2,2,2,2,2,2,2,2,2,2,0,0,10,5,0,0,0,0,3,1,0,0,55,1
2,2,2,2,1,2,2,2,2,1,1,3,10,1,0,0,0,0,3,1,0,2,32,2
2,2,2,2,2,2,2,2,2,1,1,2,6,5,0,0,0,0,4,6,0,1,37,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,0,10,50,2
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,4,2,0,0,60,1
0,0,0,0,0,2,2,2,0,2,0,0,0,5,0,0,0,0,5,0,0,0,28,2
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,4,3,0,10,36,2
2,2,2,2,2,2,2,2,2,1,1,3,0,5,0,0,0,0,5,0,0,1,39,1
2,2,2,2,2,2,2,2,2,1,2,0,12,1,2,3,0,0,3,48,0,7,44,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,12,0,4,64,2
2,2,2,2,2,2,2,2,2,1,2,0,4,5,0,0,0,0,4,4,11,7,66,1
2,2,2,2,2,2,2,2,2,1,2,0,11,5,0,0,0,0,3,1,11,5,55,2
2,2,2,2,2,2,2,2,2,1,1,4,3,5,0,0,0,0,4,1,8,8,53,1
2,2,2,2,2,2,2,1,2,2,0,0,0,5,0,0,0,0,4,2,0,0,29,1
2,2,2,2,2,2,2,2,1,1,2,0,4,3,0,0,0,0,3,1,0,4,85,2
2,2,2,2,2,2,2,2,2,1,2,0,6,1,2,3,0,0,3,1,0,2,77,2
2,2,2,2,2,2,1,2,2,1,2,0,12,1,0,0,0,0,3,1,0,20,81,2
2,2,2,2,2,2,2,2,2,1,2,0,12,1,3,0,0,0,2,1,0,10,64,2
2,2,2,2,2,1,1,2,1,1,2,0,3,1,3,0,0,0,3,3,0,2,75,1
2,2,2,2,2,2,2,2,1,2,0,0,0,5,0,0,0,0,4,8,0,0,66,2
2,2,2,2,2,2,2,2,1,1,1,2,12,5,0,0,0,0,3,1,0,2,68,1
2,2,1,2,2,2,2,2,2,1,2,0,12,1,0,0,0,0,3,1,0,6,67,2
2,2,2,2,2,2,2,2,1,2,0,0,2,5,0,0,0,0,3,1,0,0,42,2
2,2,2,2,2,2,2,2,2,1,2,0,0,1,3,0,0,0,3,1,0,10,52,2
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,4,3,0,20,67,1
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,2,1,0,4,38,2
2,2,2,2,2,1,2,2,2,1,1,1,2,1,3,0,0,0,1,2,3,8,41,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,0,4,52,2
0,0,0,0,0,2,2,2,0,1,2,0,3,5,0,0,0,0,4,3,9,0,35,2
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,3,2,0,3,70,1
2,2,2,1,2,2,2,2,2,2,0,0,3,5,0,0,0,0,3,3,0,0,31,2
2,2,2,1,2,2,1,2,2,1,2,0,3,5,0,0,0,0,2,5,0,1,51,2
2,2,2,1,1,2,1,2,2,1,1,1,0,2,3,0,0,0,3,1,0,5,54,1
2,2,2,2,2,2,2,2,2,1,1,3,2,5,0,0,0,0,2,1,6,3,54,1
2,2,2,2,2,2,2,2,2,2,0,0,7,5,0,0,0,0,3,1,0,0,32,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,12,0,5,65,2
2,2,2,2,2,2,2,2,2,1,1,1,12,5,0,0,0,0,5,0,0,3,67,2
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,5,0,0,0,37,1
0,0,0,0,0,2,2,2,0,2,0,0,7,1,3,0,0,0,3,2,0,0,37,2
2,2,2,2,2,2,2,2,1,1,2,0,0,3,0,0,0,0,1,2,0,15,57,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,2,3,0,5,83,2
2,2,2,2,2,2,2,2,2,2,0,0,2,5,0,0,0,0,4,2,0,0,40,2
2,2,2,2,2,2,2,2,2,1,2,0,6,5,0,0,0,0,4,6,0,4,55,1
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,3,1,10,3,73,2
2,2,2,2,2,2,2,2,2,1,1,1,12,5,0,0,0,0,3,1,0,40,67,2
2,2,2,2,2,2,2,2,2,1,2,0,3,5,0,0,0,0,3,5,0,10,76,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,0,5,69,1
2,2,2,2,2,2,2,2,2,1,2,0,4,3,0,0,0,0,2,1,2,10,50,2
2,2,1,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,5,0,0,4,60,2
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,5,0,0,0,39,2
2,2,2,2,2,2,2,2,2,1,2,0,12,1,0,0,0,0,3,1,0,4,49,1
2,2,2,2,2,2,2,2,2,1,1,1,10,5,0,0,0,0,3,1,0,3,67,2
2,2,2,2,2,2,2,2,1,2,0,0,1,5,0,0,0,0,4,3,0,0,47,1
0,0,0,0,0,2,2,2,0,2,0,0,1,5,0,0,0,0,4,1,0,0,21,2
2,2,2,1,2,1,1,2,2,1,2,0,3,5,0,0,0,0,3,1,5,0,47,2
2,2,2,1,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,2,0,3,43,2
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,3,1,0,3,46,1
2,2,2,2,2,2,2,2,2,1,2,0,0,1,3,0,0,0,4,1,1,0,35,1
2,2,2,2,2,2,2,2,2,1,1,1,0,1,3,0,0,0,3,1,5,15,66,2
2,2,2,2,2,2,2,2,2,1,2,0,12,1,2,3,0,0,3,12,0,2,68,2
1,2,2,2,2,2,1,2,1,1,2,0,12,5,0,0,0,0,3,1,0,3,67,1
0,0,0,0,0,2,2,2,0,2,0,0,1,5,0,0,0,0,4,1,0,0,23,2
2,2,2,1,1,2,2,2,1,1,2,0,12,2,4,0,0,0,1,2,0,15,54,2
2,2,2,2,2,2,2,2,2,1,1,2,12,5,0,0,0,0,3,2,0,4,64,2
2,2,2,2,2,2,2,2,2,1,2,0,3,5,0,0,0,0,1,1,0,5,77,1
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,3,12,0,0,56,2
0,0,0,0,0,2,2,2,0,2,0,0,0,5,0,0,0,0,4,3,0,0,29,2
